Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
UP_KEYWORDS,ATP-binding,67,13.61788618,0.004415556,"B2180, B1291, B1808, B2819, B3869, B3749, B2019, B3746, B0757, B1849, B0032, B0033, B4035, B3540, B0594, B3541, B0794, B3744, B0674, B3822, B2370, B4350, B0151, B3418, B1636, B2926, B3652, B3454, B1593, B3455, B0066, B4024, B4069, B1114, B2126, B3734, B1676, B3732, B3172, B1702, B2518, B4016, B3486, B2114, B2557, B2677, B4094, B0729, B0886, B0887, B1854, B3911, B2507, B3959, B0728, B0086, B4005, B3870, B3430, B0760, B0002, B0003, B3038, B2026, B2501, B2149, B2820",490,412,4139,1.373652665,0.625597574,0.039116269,0.033125489
KEGG_PATHWAY,eco00030:Pentose phosphate pathway,13,2.642276423,0.004545784,"B4381, B4094, B2097, B3925, B0767, B2935, B2914, B2925, B3553, B2465, B2464, B4025, B2029",290,30,1564,2.337011494,0.360137797,0.024749267,0.01995094
UP_KEYWORDS,Lyase,31,6.300813008,0.004581185,"B4381, B2261, B3990, B1493, B2779, B2838, B3960, B4015, B1263, B0870, B3788, B3008, B4139, B2096, B1260, B1262, B2097, B1261, B0708, B3517, B1612, B3956, B2925, B1131, B2341, B2022, B2025, B1651, B1276, B2687, B0004",490,157,4139,1.667866892,0.639174108,0.039116269,0.033125489
UP_SEQ_FEATURE,metal ion-binding site:Calcium; via carbonyl oxygen,5,1.016260163,0.004989956,"B2935, B3571, B0837, B1927, B2465",490,7,4147,6.045189504,0.985331684,0.932520556,0.932520556
INTERPRO,"IPR006047:Glycosyl hydrolase, family 13, catalytic domain",5,1.016260163,0.005803928,"B3571, B1927, B3432, B3431, B4239",487,7,3956,5.802288061,0.99896609,1,1
INTERPRO,"IPR011766:Thiamine pyrophosphate enzyme, C-terminal TPP-binding",5,1.016260163,0.005803928,"B3671, B2264, B0077, B1378, B0871",487,7,3956,5.802288061,0.99896609,1,1
INTERPRO,"IPR015902:Glycoside hydrolase, family 13",5,1.016260163,0.005803928,"B3571, B1927, B3432, B3431, B4239",487,7,3956,5.802288061,0.99896609,1,1
UP_SEQ_FEATURE,active site:For GATase activity,4,0.81300813,0.005949005,"B3212, B1263, B2312, B0674",490,4,4147,8.463265306,0.993500012,0.932520556,0.932520556
UP_KEYWORDS,Glycogen metabolism,4,0.81300813,0.00598246,"B3428, B3432, B3430, B3431",490,4,4139,8.446938776,0.736076144,0.049189113,0.041655645
UP_SEQ_FEATURE,active site:Proton acceptor,23,4.674796748,0.006520338,"B4150, B2261, B1260, B2020, B3919, B3957, B2779, B0237, B2844, B0723, B0759, B1539, B0837, B3608, B2342, B1131, B1288, B4014, B2024, B3942, B3788, B3236, B1479",490,108,4147,1.802362056,0.995998895,0.932520556,0.932520556
GOTERM_MF_DIRECT,GO:0016597~amino acid binding,10,2.032520325,0.006549325,"B3670, B4254, B0273, B0033, B4024, B4245, B0078, B0002, B0860, B0674",429,27,3186,2.750582751,0.97160123,0.591622375,0.590530821
UP_SEQ_FEATURE,mutagenesis site,60,12.19512195,0.006621448,"B4041, B1493, B3591, B2779, B3748, B3749, B0758, B3829, B2818, B4035, B1288, B4036, B4118, B0431, B0750, B0871, B3588, B4150, B4154, B4033, B2097, B0708, B2925, B2727, B1638, B2927, B3652, B1198, B1594, B2563, B3734, B3732, B3966, B4015, B2276, B4016, B2154, B4019, B3447, B1224, B2114, B2279, B4139, B3363, B2150, B4177, B0928, B1779, B3956, B3959, B2264, B3433, B2025, B3430, B0123, B1136, B3833, B3236, B0720, B3831",490,368,4147,1.379880213,0.996328247,0.932520556,0.932520556
UP_KEYWORDS,Periplasm,33,6.707317073,0.006902146,"B3571, B1646, B0655, B2679, B3509, B4037, B1440, B1123, B1002, B4316, B3447, B0158, B4150, B4292, B3363, B4034, B2150, B3460, B1757, B0802, B2309, B3476, B3894, B3751, B1197, B2000, B3510, B1970, B1056, B0123, B0860, B1113, B1710",490,175,4139,1.592851312,0.785101358,0.054724155,0.046342978
GOTERM_BP_DIRECT,GO:0042450~arginine biosynthetic process via ornithine,5,1.016260163,0.007382434,"B4254, B3960, B0273, B2662, B3359",431,7,3277,5.430891614,0.971041563,0.207576685,0.202799815
GOTERM_BP_DIRECT,GO:0044205~'de novo' UMP biosynthetic process,5,1.016260163,0.007382434,"B1062, B0945, B0032, B0033, B4245",431,7,3277,5.430891614,0.971041563,0.207576685,0.202799815
INTERPRO,IPR013785:Aldolase-type TIM barrel,17,3.455284553,0.007950286,"B4381, B2096, B1260, B3990, B2095, B1262, B2097, B3919, B0754, B0945, B2925, B3212, B2025, B2464, B2024, B2601, B0104",487,69,3956,2.001368925,0.999919464,1,1
GOTERM_BP_DIRECT,GO:0061490~glucose import into cell,4,0.81300813,0.008103879,"B1817, B1819, B1818, B1101",431,4,3277,7.60324826,0.979543102,0.215203,0.210250629
UP_KEYWORDS,Aromatic amino acid biosynthesis,8,1.62601626,0.008111699,"B0754, B1260, B1262, B1261, B4054, B1263, B0908, B2601",490,21,4139,3.217881438,0.836041301,0.062096456,0.052586188
KEGG_PATHWAY,"eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis",10,2.032520325,0.008147017,"B0754, B1260, B1262, B2021, B1261, B4054, B1263, B0928, B0908, B2601",290,21,1564,2.568144499,0.551424285,0.042021458,0.033874441
SMART,SM00642:Aamy,5,1.016260163,0.008260183,"B3571, B1927, B3432, B3431, B4239",109,7,792,5.190039318,0.489238976,0.669074809,0.669074809
KEGG_PATHWAY,"eco00260:Glycine, serine and threonine metabolism",14,2.845528455,0.008767409,"B1260, B1261, B0907, B0755, B1539, B2903, B2551, B3433, B4024, B0870, B0002, B3612, B0003, B0004",290,36,1564,2.097318008,0.578103272,0.042960303,0.034631264
UP_SEQ_FEATURE,domain:Glutamine amidotransferase type-1,5,1.016260163,0.009057066,"B2507, B2023, B1263, B0032, B2557",490,8,4147,5.289540816,0.999537559,1,1
GOTERM_MF_DIRECT,GO:0050661~NADP binding,9,1.829268293,0.01023112,"B1602, B1779, B1603, B0031, B3774, B3433, B3365, B1004, B0002",429,24,3186,2.784965035,0.996204082,0.792180977,0.790719388
INTERPRO,IPR017926:Glutamine amidotransferase,5,1.016260163,0.010490236,"B2507, B2023, B1263, B0032, B2557",487,8,3956,5.077002053,0.9999961,1,1
UP_KEYWORDS,Carbohydrate metabolism,18,3.658536585,0.010615277,"B3571, B3748, B3418, B3925, B0767, B3416, B0757, B3428, B3417, B0758, B0759, B0903, B1927, B1594, B3432, B3430, B3431, B0676",490,80,4139,1.900561224,0.906443404,0.078553052,0.066522404
UP_KEYWORDS,Peroxidase,6,1.219512195,0.012914824,"B2989, B2480, B1482, B3942, B1732, B1710",490,13,4139,3.898587127,0.944187974,0.090588166,0.076714303
GOTERM_BP_DIRECT,GO:0042773~ATP synthesis coupled electron transport,5,1.016260163,0.013249241,"B2283, B2276, B2278, B2277, B2279",431,8,3277,4.752030162,0.998297174,0.326376447,0.318865692
UP_KEYWORDS,Threonine biosynthesis,4,0.81300813,0.01364633,"B3433, B0002, B0003, B0004",490,5,4139,6.75755102,0.952657455,0.090588166,0.076714303
UP_KEYWORDS,CF(1),4,0.81300813,0.01364633,"B3733, B3734, B3731, B3732",490,5,4139,6.75755102,0.952657455,0.090588166,0.076714303
GOTERM_BP_DIRECT,GO:0006189~'de novo' IMP biosynthetic process,6,1.219512195,0.013655918,"B1849, B1131, B4005, B2312, B2557, B4006",431,12,3277,3.80162413,0.998601715,0.326376447,0.318865692
KEGG_PATHWAY,eco00750:Vitamin B6 metabolism,6,1.219512195,0.013725343,"B1636, B1638, B0052, B2927, B0907, B0004",290,9,1564,3.595402299,0.741897849,0.064051601,0.051633434
UP_KEYWORDS,Calcium,8,1.62601626,0.013873863,"B2935, B3966, B1538, B3571, B2150, B0837, B1927, B2465",490,23,4139,2.938065661,0.955021158,0.090588166,0.076714303
UP_KEYWORDS,Lysine biosynthesis,5,1.016260163,0.01490211,"B2838, B0031, B3433, B4024, B3359",490,9,4139,4.692743764,0.964320044,0.094521956,0.08004562
INTERPRO,"IPR013816:ATP-grasp fold, subdomain 2",6,1.219512195,0.015180598,"B1702, B0728, B1849, B2584, B4005, B0033",487,13,3956,3.749170747,0.999999986,1,1
COG_ONTOLOGY,Defense mechanisms,7,1.422764228,0.015537768,"B4150, B1291, B4350, B0792, B3485, B3486, B0794",70,20,630,3.15,0.302445144,0.208276692,0.208276692
GOTERM_BP_DIRECT,GO:0032445~fructose import,4,0.81300813,0.018291829,"B1817, B1819, B1818, B2169",431,5,3277,6.082598608,0.999852908,0.397431553,0.388285638
GOTERM_BP_DIRECT,GO:0042956~maltodextrin transport,4,0.81300813,0.018291829,"B4033, B4034, B4035, B4036",431,5,3277,6.082598608,0.999852908,0.397431553,0.388285638
UP_SEQ_FEATURE,nucleotide phosphate-binding region:ATP,39,7.926829268,0.018703376,"B3172, B1291, B1808, B2819, B3749, B0757, B1849, B4016, B0033, B3540, B4035, B3541, B3822, B2557, B2677, B4094, B4350, B0151, B3418, B0886, B0887, B1636, B2926, B2507, B3959, B0728, B3652, B0086, B3454, B1593, B4005, B3455, B0066, B1114, B3734, B0003, B2820, B3732, B2149",490,231,4147,1.428862974,0.99999988,1,1
COG_ONTOLOGY,Amino acid transport and metabolism,13,2.642276423,0.018934245,"B1493, B1261, B1492, B2020, B3460, B0908, B3957, B3517, B1538, B3476, B2177, B1123, B0004",70,59,630,1.983050847,0.355746654,0.208276692,0.208276692
GOTERM_MF_DIRECT,GO:0048038~quinone binding,7,1.422764228,0.019039628,"B2281, B2280, B2283, B2282, B2276, B2278, B2279",429,17,3186,3.058000823,0.99997014,1,1
GOTERM_MF_DIRECT,GO:0015658~branched-chain amino acid transmembrane transporter activity,4,0.81300813,0.019527573,"B3460, B3454, B3455, B3456",429,5,3186,5.941258741,0.999977198,1,1
GOTERM_MF_DIRECT,GO:0003984~acetolactate synthase activity,4,0.81300813,0.019527573,"B3670, B3671, B0077, B0078",429,5,3186,5.941258741,0.999977198,1,1
GOTERM_CC_DIRECT,"GO:0045261~proton-transporting ATP synthase complex, catalytic core F(1)",4,0.81300813,0.019923144,"B3733, B3734, B3731, B3732",399,5,2941,5.896741855,0.745499229,0.270954753,0.262985496
UP_KEYWORDS,Ligase,19,3.861788618,0.020045523,"B3172, B4177, B0729, B2507, B0728, B0086, B0032, B1593, B4005, B0033, B0594, B3870, B4069, B3744, B0674, B2114, B3038, B2557, B3622",490,92,4139,1.744476486,0.988838819,0.123614056,0.104682174
GOTERM_BP_DIRECT,GO:0006097~glyoxylate cycle,5,1.016260163,0.021412877,"B4015, B4016, B1276, B4014, B1136",431,9,3277,4.224026811,0.999967896,0.445015453,0.434774512
INTERPRO,IPR003439:ABC transporter-like,17,3.455284553,0.02246209,"B2180, B1291, B0151, B0886, B3749, B0887, B3454, B3455, B3540, B4035, B0066, B3541, B3486, B0760, B0794, B2149, B2677",487,77,3956,1.793434492,1,1,1
KEGG_PATHWAY,eco00660:C5-Branched dibasic acid metabolism,6,1.219512195,0.023364697,"B3670, B3671, B0728, B0729, B0077, B0078",290,10,1564,3.235862069,0.901422668,0.104079104,0.083900502
UP_KEYWORDS,Aminotransferase,7,1.422764228,0.02396118,"B3073, B2021, B4054, B0928, B0907, B2662, B3359",490,20,4139,2.956428571,0.995411251,0.131708466,0.111536899
UP_KEYWORDS,Cytoplasm,93,18.90243902,0.024588812,"B1090, B4243, B1493, B3591, B3153, B2779, B3748, B2019, B3746, B0757, B1927, B2818, B0273, B1286, B0031, B2297, B4239, B3744, B0750, B2094, B2093, B1480, B1084, B1482, B2097, B0907, B0908, B2207, B2844, B3416, B2926, B0903, B2927, B3773, B1593, B3012, B3774, B4025, B2563, B1114, B2169, B4381, B3172, B2283, B4021, B3925, B0812, B2518, B3608, B2551, B3960, B4016, B1461, B4014, B1983, B2114, B3247, B3008, B2557, B3962, B4254, B4177, B0052, B4054, B0928, B3919, B2669, B1976, B3957, B3958, B1538, B2704, B1779, B1817, B3959, B0086, B2342, B1891, B3553, B2023, B2341, B2022, B3870, B2025, B1892, B2464, B2024, B3359, B0003, B2026, B2620, B1732, B3831",490,647,4139,1.214165852,0.996021891,0.131708466,0.111536899
UP_KEYWORDS,Sugar transport,19,3.861788618,0.024594668,"B2094, B2093, B4033, B4034, B2150, B4240, B1819, B1818, B2702, B3749, B2704, B1817, B3751, B4037, B4035, B1101, B4036, B2169, B2149",490,94,4139,1.707359965,0.99602719,0.131708466,0.111536899
UP_KEYWORDS,Glyoxylate bypass,4,0.81300813,0.024917818,"B4015, B4016, B4014, B1136",490,6,4139,5.631292517,0.996308941,0.131708466,0.111536899
UP_KEYWORDS,Pyridoxine biosynthesis,4,0.81300813,0.024917818,"B1638, B0052, B2927, B0907",490,6,4139,5.631292517,0.996308941,0.131708466,0.111536899
UP_KEYWORDS,Tryptophan biosynthesis,4,0.81300813,0.024917818,"B1260, B1262, B1261, B1263",490,6,4139,5.631292517,0.996308941,0.131708466,0.111536899
INTERPRO,"IPR012001:Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain",4,0.81300813,0.027698314,"B3671, B2264, B0077, B0871",487,6,3956,5.415468857,1,1,1
INTERPRO,"IPR020557:Fumarate lyase, conserved site",4,0.81300813,0.027698314,"B1612, B3960, B1131, B4139",487,6,3956,5.415468857,1,1,1
INTERPRO,IPR016161:Aldehyde/histidinol dehydrogenase,6,1.219512195,0.028780532,"B1415, B2020, B2661, B1241, B1444, B3588",487,15,3956,3.249281314,1,1,1
KEGG_PATHWAY,eco00270:Cysteine and methionine metabolism,11,2.235772358,0.028956914,"B1757, B3829, B4054, B3433, B0928, B4024, B4019, B0002, B2687, B3236, B3008",290,29,1564,2.045659929,0.94384699,0.123381633,0.099460704
UP_SEQ_FEATURE,metal ion-binding site:Calcium,5,1.016260163,0.032002695,"B2935, B3571, B0837, B1927, B2465",490,11,4147,3.846938776,1,1,1
UP_SEQ_FEATURE,topological domain:Extracellular,6,1.219512195,0.032271762,"B3966, B0957, B0904, B1244, B0929, B4036",490,16,4147,3.17372449,1,1,1
GOTERM_BP_DIRECT,GO:0015803~branched-chain amino acid transport,4,0.81300813,0.033055846,"B3460, B3454, B3455, B3456",431,6,3277,5.068832173,0.999999895,0.658362262,0.643211666
GOTERM_MF_DIRECT,GO:0015421~oligopeptide-transporting ATPase activity,4,0.81300813,0.035200956,"B3542, B1244, B3540, B3541",429,6,3186,4.951048951,0.999999996,1,1
INTERPRO,"IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2",9,1.829268293,0.03549715,"B3073, B3791, B2021, B2551, B0907, B0870, B2662, B3359, B3008",487,32,3956,2.284650924,1,1,1
INTERPRO,IPR011761:ATP-grasp fold,5,1.016260163,0.036611691,"B0728, B1849, B2584, B4005, B0033",487,11,3956,3.69236513,1,1,1
INTERPRO,"IPR013815:ATP-grasp fold, subdomain 1",5,1.016260163,0.036611691,"B1702, B0728, B1849, B4005, B0033",487,11,3956,3.69236513,1,1,1
GOTERM_BP_DIRECT,GO:0051289~protein homotetramerization,7,1.422764228,0.038007072,"B1854, B2659, B2584, B2154, B1288, B0871, B1676",431,20,3277,2.661136891,0.999999991,0.726695219,0.709972107
UP_SEQ_FEATURE,region of interest:Cobalamin-binding,3,0.609756098,0.03837632,"B3966, B4019, B0158",490,3,4147,8.463265306,1,1,1
UP_KEYWORDS,Glycogen biosynthesis,3,0.609756098,0.0385185,"B3429, B3432, B3430",490,3,4139,8.446938776,0.999836737,0.198862955,0.168406466
UP_SEQ_FEATURE,domain:S1 motif,4,0.81300813,0.039635712,"B3407, B1084, B1286, B3247",490,7,4147,4.836151603,1,1,1
UP_SEQ_FEATURE,active site:Tele-phosphohistidine intermediate,6,1.219512195,0.041424907,"B0755, B2704, B2094, B1702, B1198, B0729",490,17,4147,2.987034814,1,1,1
INTERPRO,"IPR000399:TPP-binding enzyme, conserved site",3,0.609756098,0.041507439,"B3671, B0077, B0871",487,3,3956,8.123203285,1,1,1
KEGG_PATHWAY,eco00300:Lysine biosynthesis,7,1.422764228,0.042639218,"B2838, B0086, B0031, B3433, B4024, B0002, B3359",290,15,1564,2.516781609,0.986023062,0.174110139,0.140354091
UP_SEQ_FEATURE,nucleotide phosphate-binding region:NAD,12,2.43902439,0.047034898,"B1415, B1779, B1603, B0759, B3608, B2927, B1241, B1288, B3788, B1444, B3236, B3787",490,54,4147,1.880725624,1,1,1
GOTERM_BP_DIRECT,GO:0015761~mannose transport,3,0.609756098,0.047058506,"B1817, B1819, B1818",431,3,3277,7.60324826,1,0.735429772,0.718505656
GOTERM_BP_DIRECT,GO:0019404~galactitol catabolic process,3,0.609756098,0.047058506,"B2091, B2096, B2095",431,3,3277,7.60324826,1,0.735429772,0.718505656
GOTERM_BP_DIRECT,GO:0006801~superoxide metabolic process,3,0.609756098,0.047058506,"B1646, B1656, B3908",431,3,3277,7.60324826,1,0.735429772,0.718505656
GOTERM_BP_DIRECT,GO:0005980~glycogen catabolic process,3,0.609756098,0.047058506,"B3428, B3417, B3431",431,3,3277,7.60324826,1,0.735429772,0.718505656
INTERPRO,"IPR013781:Glycoside hydrolase, catalytic domain",6,1.219512195,0.048267567,"B3416, B3571, B1927, B3432, B3431, B4239",487,17,3956,2.867012924,1,1,1
GOTERM_BP_DIRECT,GO:0009401~phosphoenolpyruvate-dependent sugar phosphotransferase system,13,2.642276423,0.049063918,"B2092, B2094, B2093, B4240, B1819, B1818, B2702, B2704, B1817, B2707, B1198, B1101, B2169",431,55,3277,1.797131407,1,0.735429772,0.718505656
GOTERM_MF_DIRECT,GO:0022870~protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity,3,0.609756098,0.04921105,"B1817, B1819, B1818",429,3,3186,7.426573427,1,1,1
GOTERM_MF_DIRECT,GO:0004784~superoxide dismutase activity,3,0.609756098,0.04921105,"B1646, B1656, B3908",429,3,3186,7.426573427,1,1,1
GOTERM_MF_DIRECT,GO:0080130~L-phenylalanine:2-oxoglutarate aminotransferase activity,3,0.609756098,0.04921105,"B2021, B4054, B0928",429,3,3186,7.426573427,1,1,1
GOTERM_CC_DIRECT,GO:0005948~acetolactate synthase complex,3,0.609756098,0.049897258,"B3670, B3671, B0078",399,3,2941,7.370927318,0.969210767,0.565502255,0.548869836
UP_SEQ_FEATURE,domain:ABC transporter 1,6,1.219512195,0.051991683,"B2180, B3749, B3486, B0760, B0794, B2149",490,18,4147,2.821088435,1,1,1
UP_SEQ_FEATURE,domain:ABC transporter 2,6,1.219512195,0.051991683,"B2180, B3749, B3486, B0760, B0794, B2149",490,18,4147,2.821088435,1,1,1
UP_SEQ_FEATURE,region of interest:Substrate binding,10,2.032520325,0.052159833,"B4150, B3748, B2779, B2926, B1638, B3959, B3608, B2927, B2143, B4139",490,42,4147,2.015063168,1,1,1
GOTERM_BP_DIRECT,GO:0042884~microcin transport,4,0.81300813,0.052310904,"B2180, B0805, B2177, B2179",431,7,3277,4.344713291,1,0.735429772,0.718505656
GOTERM_BP_DIRECT,GO:0000162~tryptophan biosynthetic process,4,0.81300813,0.052310904,"B1260, B1262, B1261, B1263",431,7,3277,4.344713291,1,0.735429772,0.718505656
GOTERM_BP_DIRECT,GO:0009088~threonine biosynthetic process,4,0.81300813,0.052310904,"B3433, B0002, B0003, B0004",431,7,3277,4.344713291,1,0.735429772,0.718505656
GOTERM_BP_DIRECT,GO:0006164~purine nucleotide biosynthetic process,4,0.81300813,0.052310904,"B4177, B4005, B2312, B2557",431,7,3277,4.344713291,1,0.735429772,0.718505656
GOTERM_MF_DIRECT,GO:0046914~transition metal ion binding,4,0.81300813,0.05556896,"B3408, B4352, B3476, B3822",429,7,3186,4.243756244,1,1,1
GOTERM_MF_DIRECT,GO:0000104~succinate dehydrogenase activity,4,0.81300813,0.05556896,"B0722, B0723, B0724, B4154",429,7,3186,4.243756244,1,1,1
INTERPRO,"IPR017871:ABC transporter, conserved site",15,3.048780488,0.05762263,"B2180, B0151, B0886, B3749, B0887, B3454, B3455, B3540, B4035, B0066, B3541, B3486, B0794, B2149, B2677",487,73,3956,1.66915136,1,1,1
UP_KEYWORDS,Hydrogen ion transport,5,1.016260163,0.057696568,"B0431, B3733, B3734, B3731, B3732",490,13,4139,3.248822606,0.999998136,0.291105409,0.246521698
UP_SEQ_FEATURE,disulfide bond,16,3.25203252,0.058556144,"B3571, B1064, B3460, B1646, B2679, B0957, B2309, B0904, B3510, B4036, B1892, B0750, B4317, B4314, B0158, B4315",490,83,4147,1.63147283,1,1,1
GOTERM_BP_DIRECT,GO:0009089~lysine biosynthetic process via diaminopimelate,5,1.016260163,0.061109296,"B2838, B0031, B3433, B4024, B0002",431,12,3277,3.168020108,1,0.789466038,0.771298409
GOTERM_BP_DIRECT,GO:0006006~glucose metabolic process,5,1.016260163,0.061109296,"B0767, B1779, B0903, B2927, B4016",431,12,3277,3.168020108,1,0.789466038,0.771298409
GOTERM_BP_DIRECT,GO:0006207~'de novo' pyrimidine nucleobase biosynthetic process,5,1.016260163,0.061109296,"B1062, B0945, B0032, B4244, B4245",431,12,3277,3.168020108,1,0.789466038,0.771298409
GOTERM_MF_DIRECT,GO:0005524~ATP binding,70,14.22764228,0.062100899,"B2180, B1291, B1808, B2819, B3869, B3749, B2019, B3746, B0757, B1849, B0032, B0033, B4035, B3540, B0594, B3541, B0794, B3744, B0674, B3822, B2370, B4350, B0151, B3418, B1636, B2926, B3652, B3454, B1593, B3455, B0066, B4024, B4069, B3733, B1114, B2126, B3734, B3731, B1676, B3732, B3172, B1702, B2518, B4016, B3486, B2114, B2557, B2677, B4094, B0729, B0886, B0887, B1854, B3911, B2507, B3959, B0728, B0086, B2584, B4005, B3870, B3430, B0760, B0002, B0003, B3038, B2026, B2501, B2149, B2820",429,433,3186,1.200600785,1,1,1
UP_KEYWORDS,Amino-acid transport,15,3.048780488,0.064284376,"B4141, B1492, B3460, B0655, B2679, B2307, B2309, B3454, B3455, B2663, B2156, B0860, B2678, B3456, B2677",490,77,4139,1.645507554,0.999999607,0.317136253,0.268565836
INTERPRO,"IPR003029:Ribosomal protein S1, RNA-binding domain",4,0.81300813,0.064296423,"B3407, B1084, B1286, B3247",487,8,3956,4.061601643,1,1,1
UP_SEQ_FEATURE,binding site:NAD,7,1.422764228,0.065541039,"B1779, B3608, B2927, B2020, B1444, B3236, B1479",490,25,4147,2.369714286,1,1,1
KEGG_PATHWAY,eco00380:Tryptophan metabolism,5,1.016260163,0.06631901,"B2844, B0726, B2341, B3942, B1732",290,9,1564,2.996168582,0.998799244,0.249971654,0.201507762
KEGG_PATHWAY,eco00350:Tyrosine metabolism,5,1.016260163,0.06631901,"B2021, B4054, B2661, B1241, B0928",290,9,1564,2.996168582,0.998799244,0.249971654,0.201507762
UP_KEYWORDS,Iron,36,7.317073171,0.068643275,"B2281, B2283, B3990, B3408, B0337, B0733, B0812, B2659, B0758, B1241, B3365, B3942, B0431, B0750, B1587, B2236, B1224, B2235, B1687, B4293, B4292, B0151, B0721, B1612, B0722, B1656, B0724, B2208, B0805, B3212, B3894, B3213, B1276, B1378, B2687, B1732",490,231,4139,1.316406043,0.999999861,0.328627251,0.278296951
UP_SEQ_FEATURE,active site:Nucleophile,14,2.845528455,0.068751897,"B3571, B1261, B1779, B0945, B2507, B1927, B2927, B2023, B0032, B1002, B3431, B4239, B1444, B2557",490,71,4147,1.668812877,1,1,1
UP_SEQ_FEATURE,binding site:Glyceraldehyde 3-phosphate,3,0.609756098,0.070803634,"B1779, B2925, B2927",490,4,4147,6.34744898,1,1,1
UP_KEYWORDS,Dipeptidase,3,0.609756098,0.071054541,"B3847, B0237, B4021",490,4,4139,6.335204082,0.999999922,0.328627251,0.278296951
UP_KEYWORDS,Galactose metabolism,3,0.609756098,0.071054541,"B0757, B0758, B0759",490,4,4139,6.335204082,0.999999922,0.328627251,0.278296951
GOTERM_MF_DIRECT,GO:0000287~magnesium ion binding,32,6.504065041,0.071495015,"B2261, B3671, B2779, B2019, B0757, B1702, B1849, B1263, B0077, B1763, B0871, B3789, B2312, B1084, B4177, B0052, B1854, B3812, B3956, B1636, B0726, B0728, B1593, B4005, B2264, B3774, B3430, B2563, B1136, B1897, B1676, B2820",429,178,3186,1.335114324,1,1,1
GOTERM_BP_DIRECT,GO:0006098~pentose-phosphate shunt,4,0.81300813,0.075747902,"B0767, B3919, B2464, B2029",431,8,3277,3.80162413,1,0.893788642,0.873220284
GOTERM_BP_DIRECT,GO:0008615~pyridoxine biosynthetic process,4,0.81300813,0.075747902,"B1638, B0052, B2927, B0907",431,8,3277,3.80162413,1,0.893788642,0.873220284
GOTERM_BP_DIRECT,GO:0006537~glutamate biosynthetic process,4,0.81300813,0.075747902,"B3212, B3213, B1761, B0485",431,8,3277,3.80162413,1,0.893788642,0.873220284
INTERPRO,IPR018017:Nucleoside phosphorylase,3,0.609756098,0.076314455,"B4384, B1982, B3831",487,4,3956,6.092402464,1,1,1
INTERPRO,IPR006130:Aspartate/ornithine carbamoyltransferase,3,0.609756098,0.076314455,"B4254, B0273, B4245",487,4,3956,6.092402464,1,1,1
INTERPRO,"IPR005475:Transketolase-like, pyrimidine-binding domain",3,0.609756098,0.076314455,"B2935, B0726, B2465",487,4,3956,6.092402464,1,1,1
INTERPRO,"IPR006131:Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain",3,0.609756098,0.076314455,"B4254, B0273, B4245",487,4,3956,6.092402464,1,1,1
INTERPRO,"IPR006132:Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding",3,0.609756098,0.076314455,"B4254, B0273, B4245",487,4,3956,6.092402464,1,1,1
INTERPRO,IPR000362:Fumarate lyase,3,0.609756098,0.076314455,"B3960, B1131, B4139",487,4,3956,6.092402464,1,1,1
INTERPRO,"IPR024083:Fumarase/histidase, N-terminal",3,0.609756098,0.076314455,"B3960, B1131, B4139",487,4,3956,6.092402464,1,1,1
INTERPRO,"IPR022761:Fumarate lyase, N-terminal",3,0.609756098,0.076314455,"B3960, B1131, B4139",487,4,3956,6.092402464,1,1,1
INTERPRO,IPR008948:L-Aspartase-like,3,0.609756098,0.076314455,"B3960, B1131, B4139",487,4,3956,6.092402464,1,1,1
UP_KEYWORDS,Zinc,29,5.894308943,0.078461662,"B3011, B2020, B1646, B0237, B0337, B1768, B0758, B3829, B0273, B4019, B2114, B2091, B2096, B1084, B1062, B4254, B2153, B0052, B0325, B3957, B1538, B0803, B2925, B1891, B1594, B2143, B2022, B4046, B4244",490,181,4139,1.353376931,0.999999987,0.348015281,0.294715643
UP_KEYWORDS,Phosphotransferase system,11,2.235772358,0.07956744,"B2702, B2704, B2094, B2093, B1817, B4240, B2707, B1819, B1818, B1101, B2169",490,52,4139,1.786852433,0.99999999,0.348015281,0.294715643
UP_SEQ_FEATURE,nucleotide phosphate-binding region:ATP 2,4,0.81300813,0.079573388,"B2180, B3486, B0760, B0794",490,9,4147,3.761451247,1,1,1
UP_SEQ_FEATURE,binding site:Pyridoxal phosphate,4,0.81300813,0.079573388,"B3517, B1493, B0907, B3359",490,9,4147,3.761451247,1,1,1
UP_SEQ_FEATURE,region of interest:Pyridoxal phosphate binding,4,0.81300813,0.079573388,"B3517, B1493, B0907, B3359",490,9,4147,3.761451247,1,1,1
UP_SEQ_FEATURE,nucleotide phosphate-binding region:ATP 1,4,0.81300813,0.079573388,"B2180, B3486, B0760, B0794",490,9,4147,3.761451247,1,1,1
UP_KEYWORDS,ATP synthesis,4,0.81300813,0.079949456,"B3733, B3734, B3731, B3732",490,9,4139,3.754195011,0.999999991,0.348015281,0.294715643
